ID,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Description
1413,Final Fantasy X-2,2003,SquareSoft,Role-Playing;Console-style RPG,PlayStation 2,85,6.6,1 Player,"Taking place two years after Yuna's fateful journey to defeat Sin, the once chaotic world ""Eternal Calm."" The people of Spira now shun the teachings of Yevon and have opened their arms to former foes, the Al Bhed and the use of machina. It is a time of the ""Machina Revolution"" where people now believe that machina is useful and beneficial, as long as it is used properly. However, even with the peaceful life they now lived, there is emptiness in Yunaís heart that is keeping her from moving on as the others have. One day, Yuna obtains a mystical sphere that contains imagery of what might be the Blitzball player she thought was gone forever. Although Yuna isnít certain that it is him or if he is even alive, she's driven to seek him out. Yuna needs closure to their unexpected parting, even if only to find that she will never see him again. So begins her journey, this is Yuna's story."
1414,Guacamelee! 2,2018,DrinkBoxStudios,Action;Platformer;2D,PC,85,7.3,Up to 4 ,"Head back to the Mexiverse in this sequel to Guacamelee! Uppercut your way to victory across stunning new hand-crafted levels. Featuring full 4-player co-op, fancy new wrestling moves, sassy new bosses, twice the enemies, and 300% more chickens."
1415,Battlerite,2017,StunlockStudios,Strategy;Real-Time;MOBA,PC,85,7.5,Online Multiplayer,"BATTLERITE is an action-packed team arena brawler. Experience the unique combination of a top-down shooter with a fast-paced fighting game. Challenge friends and others in a battle of reaction, unleashing the champion within you."
1416,Command & Conquer 3: Tiberium Wars,2007,EALA,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,85,8.0,No Online Multiplayer,"It is 2047 and the stakes could not be higher. Tiberium—a self-replicating alien substance that has infected the Earth—is spreading like a radioactive ice age. The GDI, a high-tech alliance of the world’s most advanced nations, is fighting to contain Tiberium, but Kane, the megalomaniacal leader of The Brotherhood of NOD has other plans for Earth. Kane’s secret society turned superpower is bent on using Tiberium to take control and transform humanity into his twisted vision of the future. All-out war rages over Tiberium and the fate of the planet rests in the balance. Experience a revolution in RTS gaming with a single player campaign that rewards you for your gameplay style. Add layers of strategy to your gaming experience by building mobile bases, wielding the power of terrifying Ion Storms on the battlefield, or customizing your armies by combining units. Battle it out online with native voice-over IP, integrated clan support, and new spectator modes that let you play RTS games like a sport. [Electronic Arts]"
1417,Madden NFL 10,2009,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox 360,85,6.1,2 ,"Experience first-hand what it's like to Fight for Every Yard in Madden NFL 10. With the all-new Pro-Tak animation technology, players have more control over the outcome of each play. Whether driving a receiver towards the first down, or battling for a fumble at the bottom of a pile, the play won't end until the whistle blows. Add to that the most immersive broadcast presentation and online innovation to date, and Madden NFL 10 captures the authenticity and emotion of the NFL like never before. Pro-Taks's all new animation technology provides unprecedented control over the outcome of every play. Drag defenders towards the first down marker, including up to 9-man gang tackles, fight for a fumble at the bottom of the pile, and evade the rush with all-new quarterback avoidance actions. Enhanced play at the line of scrimmage features a new blocking system that allows the quarterback to step into the pocket and gives the defensive line more control over the rush. Authenticity - Referees peeling players off a fumble pile, the chain gang rushing in to measure for a key first down, and all-new player equipment ensure that if you see it on Sunday, you’ll see it in Madden NFL 10. Fight for Online Dominance - Delivering the most comprehensive online offerings in franchise history, Madden NFL 10 includes new modes to satisfy the competitive and cooperative football gamer. New TV broadcast-style presentation and cinematic cameras bring the suspense and intensity of the NFL to your living room. Enhanced Franchise Mode - Run each aspect of an NFL franchise: draft players, sign free agents, manage the salary cap - just like a real GM. Enjoy all of the action throughout the league via a new, network inspired highlight show. The most customizable version of Madden NFL to date. Alter gameplay options to adjust the experience to your liking. A revamped play calling system and menu takes you to kickoff faster than ever before. Speed up online matches with accelerated clocks, streamlined presentation and more. [Electronic Arts]"
1418,Batman: Arkham Knight,2015,RocksteadyStudios,General;Fantasy;Action Adventure;Open-World,XboxOne,85,6.7,No Online Multiplayer,None
1419,Assassin's Creed III,2012,UbisoftQuebec,Action Adventure;Historic;Historic;Open-World,WiiU,85,7.2,not specified,None
1420,Astro Boy: Omega Factor,2004,Hitmaker,Action;Shooter;Scrolling,GameBoyAdvance,85,8.8,1 Player,None
1421,BlazBlue: Continuum Shift,2010,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,Xbox 360,85,8.7,not specified,"BlazBlue: Continuum Shift inherits all the key features of its predecessor while adding a few twists of its own. Tsubaki, ?-12 and Hazama will join the ranks of the veterans, who will be reborn with additional moves added to their arsenals. With new modes like Beginner Mode and Tutorial Mode, even fighting game beginners can pull off combos like the pros and dive right into the action. [Aksys Games]"
1422,Life is Strange,2015,DONTNODEntertainment,Sci-Fi;Action Adventure;General,PlayStation 4,85,8.6,No Online Multiplayer,"Life is Strange is a hand drawn work of art and every action enacts a butterfly effect - but with the power to rewind time, what would you change? And would it turn out to be a change for the better or worse?"
1423,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,PC,85,8.2,No Online Multiplayer,Runner 2 - Future Legend of Rhythm Alien is inspired by the Bit.Trip series originally released on Nintendo platforms.
1424,Hotline Miami,2012,Dennaton,Action;Action Adventure;General;General;Linear,PC,85,8.6,not specified,"Step into the neon-soaked underground of 1980s Miami as bizarre messages on your answering machine seem to be urging you to commit terrible acts of violence - but will you obey? Hotline Miami overflows with raw brutality and skull crushing close combat as you find yourself outgunned and using your wits to choreograph your way through impossible situations. An unmistakable visual style, a driving soundtrack, and a surreal plot that will have you question your own thirst for blood. Bash and blast through over 20 multiscreen levels with 35 unique weapons and collect 25 game-altering masks in one of the darkest and most unusual independent games on the scene."
1425,Guitar Hero World Tour,2008,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox 360,85,6.3,8  Online,"Guitar Hero World Tour marries Guitar Hero's guitar gameplay, with a cooperative band experience that combines the most advanced wireless instruments with revolutionary new online and offline gameplay modes. The game features a slick newly redesigned guitar, a genuine electronic drum kit and a microphone, as well as an innovative Music Studio music creator that lets players compose, record, edit and share their own rock and roll anthems, along with online Band Career and 8-player ""Battle of the Bands."" Guitar Hero World Tour is comprised entirely of master recordings from some of the greatest classic and modern rock bands of all-time including Ozzy Osbourne, Van Halen, Linkin Park, The Eagles, Sublime and many more. Additionally, the game offers significantly more localized downloadable music than ever before on all of the next-generation consoles. Budding rock stars are also given creative license to fully customize everything from their characters’ appearance and instruments to their band’s logo and album covers. Featuring three drum pads, two raised cymbals and a bass kick pedal, the drum controller combines larger and quieter, velocity-sensitive drum heads with soft rubber construction to deliver authentic bounce back and is easy to set up, move, break down and store. Virtual musicians can live out their rock and roll fantasies by playing either a single instrument, or any combination of instruments, in addition to the full band experience. Guitar Hero World Tour introduces Battle of the Bands mode which allows eight players to join online and challenge each other band-to-band to determine who is the best of the best. In the Band modes, up to four players can jam together, online or off, as they progress through the game, and in single-player Career Mode, players can jam on any of the instruments in branching venue progression enabling them to rock out in the order of their choice. The game's Music Studio lets players express their musical creativity by giving them access to a full compliment of tools to create digital music from scratch, utilizing all of the instruments, and then play their compositions in the game. Music creators can share their recordings with their friends online through GHTunes where other gamers can download their unique compositions and play them. [Activision]"
